Word,Frequency
livingstone,582
load,111
lobera,110
local,1421
lock,148
lockie,325
logic,45
lok,138
lomror,258
london,1374
lone,391
long,5617
longer,1177
look,7101
looked,2106
looking,4022
looming,147
loose,249
lorenzo,156
los,1445
lose,1678
losing,4199
loss,7081
lost,7727
lot,8918
loudest,12
love,4937
loved,672
lovlina,546
low,1298
lower,717
lowest,586
loyal,151
loyalty,245
lsg,3219
lu,158
luca,60
lucas,287
luck,783
lucknow,2452
lucky,536
ludvig,106
luis,291
luke,255
lulu,50
luminary,18
lunch,323
lungi,107
luton,30
lyrical,5
maari,7
maarunga,4
madhushanka,13
madhwal,205
madness,60
madrid,2797
magala,11
magic,509
magpie,16
maharaj,266
maharaja,213
maheesh,241
mahendra,301
mahipal,220
maiden,2262
main,3115
mainly,179
maintain,1555
maintained,1632
maintaining,994
major,4689
make,13035
makeshift,81
making,6802
malaysia,1450
malaysian,319
male,638
malik,646
mallick,6
mallika,35
mallorca,99
malvika,2466
mammoth,118
man,3032
managed,4069
management,1874
manager,1512
manages,120
managing,813
manav,260
manchester,1739
mandal,100
mandatory,203
mandeep,298
maneesha,15
manipur,224
manipuri,14
manish,600
manjusha,14
mannepalli,92
manohar,227
manoj,381
mansingh,339
mar,452
marathon,260
marc,141
marcelo,87
march,1761
marco,460
marcus,840
margin,620
marijne,14
mariner,39
mark,4833
markande,250
marked,2570
markhande,12
marking,1491
markram,468
marsh,639
mary,692
massimiliano,5
massive,1267
master,2534
masterspreceded,6
match,53759
matched,339
matchup,972
mate,153
mateo,36
maternal,42
matheesha,310
mathias,291
mathur,41
matsuyama,319
matteo,198
matter,2285
matthew,1150
mature,166
mavi,29
max,293
maximize,50
maximum,771
maxwell,648
mayank,1389
maybe,1366
mayweather,337
mc,119
mcc,69
mccarthy,664
mcconnell,49
mcilroy,310
mdns,2
mean,2279
meaning,173
meaningful,168
meant,995
medal,10306
medalist,952
medallist,1867
medical,1524
mediterranean,2
medium,7097
medvedev,631
meeting,2032
mein,196
meltdown,83
member,3205
meme,180
memorable,1354
memorial,298
memory,1140
men,10182
mental,1132
mentality,310
mentally,631
mentor,952
mentored,50
mere,818
meredith,242
merit,214
mesmerizing,44
message,1644
messi,1348
met,1212
meticulous,114
mi,2903
miami,1448
michael,2223
michu,1
micky,14
middle,1875
midfield,323
midfielder,873
midway,266
miguel,115
milan,517
mile,305
milestone,1863
milk,43
miller,654
million,6041
min,87
minaur,547
mind,2161
minimizing,12
ministry,402
minor,326
minute,8069
minz,169
mirjalol,4
mirshad,1
miscued,46
miserable,53
mishap,63
mishra,836
miss,1944
missed,2951
missile,26
missing,1468
mistake,1476
mistimed,91
mitchell,2201
mix,948
mixed,2623
model,895
modern,764
modi,1661
moeen,220
mohali,126
mohammad,1158
mohammed,2422
mohammedan,320
mohit,396
mohsin,465
mohun,613
moirangthem,4
mojo,65
mom,333
moment,8624
momentarily,89
momentary,61
momentum,2141
monaco,189
monday,3771
money,2638
mongolia,115
monique,2
monitoring,97
monte,222
month,6079
mood,287
moody,109
moon,70
morikawa,178
morning,1513
mortada,1
mother,1120
motivation,414
mount,345
mounted,264
mounting,213
mourinho,37
moved,1508
movie,856
moving,1146
mr,341
mueller,34
mujeeb,95
mujhe,124
mukesh,692
mulani,139
mullanpur,177
multiple,1897
mumbai,6007
mumbaikar,48
munich,536
muralitharan,112
muscle,371
musetti,147
musician,49
mustafizur,210
muthusamy,70
muttiah,60
mutual,297
muñoz,8
nabi,194
nadal,4043
nagal,1213
nahi,751
nalkande,69
naman,312
namandhir,12
namdhari,1
named,1534
nami,206
nandre,66
nardi,8
narendra,755
narine,772
narrow,692
narrowly,532
natarajan,235
nation,2192
national,7862
naturally,196
nature,1184
naveen,71
navigated,126
near,1227
nearing,135
nearly,1506
neck,366
need,9449
needed,2049
nehal,273
nehwal,711
nepal,321
neroca,20
nerve,555
nestor,27
net,5052
netted,229
neufc,213
new,38930
newcastle,176
newly,404
news,2205
ngo,11
nice,927
nicholas,407
nick,715
nicklaus,25
nicolai,78
niggles,93
night,4223
nightmare,532
nikhat,680
ning,226
ningbo,76
ninth,1216
nishant,495
nitesh,241
nitish,1510
noise,312
noisy,11
noor,338
norm,79
normal,403
normally,177
northeast,240
nortje,315
norway,339
norwegian,188
nostalgic,86
notably,718
notching,69
note,905
noted,1078
notion,155
notorious,72
novak,1257
november,2909
number,6101
numerous,1154
nuwan,169
obstacle,200
obviously,1568
occasion,1072
occasional,141
occupies,53
occupying,65
oceania,51
oct,228
october,2287
odean,21
odi,3184
odisha,892
offence,205
offensive,1221
offer,1701
offering,720
official,3338
officiating,138
oh,256
okay,372
old,2017
older,344
olive,3
olympic,8733
olympics,9036
omarzai,261
ongbamrungphan,140
ongoing,2287
online,679
onrushing,29
onslaught,233
onus,80
oozing,21
open,14677
opened,1344
opener,3528
opening,6063
opinion,950
opponent,4232
opportunity,5934
opposition,807
opt,158
opted,990
optimism,345
optimistic,476
option,2039
orange,402
order,2567
organisation,259
original,529
orleans,438
orlen,35
ostwal,29
oust,15
outburst,129
outcome,1044
outing,688
outlast,103
outside,2259
outsmarted,41
outstanding,1150
overall,1708
overcame,662
overcome,1032
overcoming,438
overhit,1
overpowering,50
overseas,1002
overtake,79
overuse,15
overview,183
ovr,2
owing,184
pa,23
pace,2668
pacer,3730
pacific,81
packed,387
padam,8
padikkal,225
padukone,346
padukonebadminton,16
paid,999
paige,50
painful,248
pair,5111
pairing,198
pakad,21
pal,283
palpable,185
panarin,15
panda,402
pandey,278
pandya,3300
pandyaharshit,2
pandyajasprit,1
panel,319
panghal,773
panic,109
pant,5652
pantheon,34
pape,6
par,1465
parag,770
parent,1121
paris,9419
park,1002
parred,46
partho,14
participate,1172
participated,545
participation,1013
particularly,2341
partner,2054
partnered,153
partnership,3261
party,861
parupalli,66
parveen,212
pas,1467
passing,1293
passionate,505
past,5305
pat,1617
patch,305
patel,2110
path,1030
pathak,141
pathirana,345
patidar,702
patron,41
pattern,282
pav,10
pavic,69
pawar,366
pay,800
pbks,2347
pe,185
peace,211
peach,24
pedro,179
peeping,1
penalty,3482
penetrate,36
penultimate,245
people,5388
pep,246
percent,640
perfect,1693
perform,1386
performance,13724
performer,982
perilous,4
period,2177
perished,43
permeates,7
perplexing,14
persisted,126
persistent,323
person,1620
personal,2873
perspective,682
perth,1895
peru,116
peruvian,12
phalguni,4
phase,1040
phat,65
phil,752
phillips,333
philosophy,220
photo,7684
physical,1372
physically,668
physio,236
pick,2345
picked,1598
picking,434
picture,1246
pietersen,194
pink,443
pinnacle,363
pinned,132
pit,63
pitch,3718
pivotal,1473
piyush,180
pizarro,10
place,9274
placed,1114
placing,323
plagued,169
plan,4019
plane,82
planned,573
planning,852
platform,1471
play,19095
played,13508
player,41275
playing,11366
playoff,3296
plea,95
pleasant,75
plessis,813
plummeted,42
pm,6877
po,204
poacher,5
pocketing,87
podcast,1624
point,14958
pointed,899
pointing,371
poised,777
poland,476
pole,161
polish,313
political,833
pollard,158
ponnappa,360
pool,840
poopers,1
poor,1317
pooran,592
popular,1036
popyrin,170
porel,373
portuguese,228
posed,316
position,5887
positive,2370
possession,382
possibility,952
possible,1855
possibly,433
post,3745
postecoglou,78
posted,2207
potential,4416
potentially,1156
powell,326
power,1750
powerful,1771
powerfully,32
powerhouse,401
powering,26
powerplay,802
pr,530
prabhsimran,306
prabhudessai,63
practice,2502
pradeep,47
pradesh,1141
praised,1232
praising,228
prakash,477
pranjal,6
prannoy,1500
prarthana,36
prasad,302
prashant,96
pratheek,165
pravin,155
praying,47
preceding,109
premier,3986
preparation,1664
prepare,1223
prepared,910
preparedness,82
prepares,555
presence,2020
present,1651
presentation,245
presenter,75
presently,83
preserved,12
preserving,34
president,2375
press,1837
pressed,125
pressure,4499
prestigious,1556
pretorius,26
pretty,1669
prevent,420
prevented,220
previous,4017
previously,2584
price,1552
pride,882
primary,571
prime,947
principality,2
principle,134
prior,853
prioritise,70
prithvi,381
priya,338
priyanshu,522
prize,970
proactive,130
probability,107
probable,475
probably,2115
problem,1311
proceed,118
proceeding,356
process,1745
produced,680
professional,4148
proficiency,39
programme,440
progress,1341
prolific,278
prolonged,192
prominent,876
promise,1510
promising,1706
promote,256
promoted,207
promotion,1130
prompted,203
prompting,444
propelled,803
propelling,236
proper,351
proportion,66
prospect,603
protocol,194
protracted,11
proud,1555
prove,814
proved,1767
provided,1636
provides,463
providing,867
prowess,1497
pruning,3
psg,274
pti,3682
public,2096
pujara,239
pulella,14
pull,832
pulled,850
pulling,407
pundit,177
pune,1210
punished,85
punjab,2577
purchase,152
purple,246
purse,912
pursuit,693
push,1037
pushed,617
pushing,674
putt,585
putting,1380
puzzling,19
pv,1844
qatar,276
qi,173
quad,52
qualification,1731
qualified,1106
qualifier,2218
qualify,1503
qualifying,1125
quality,1707
quarter,1809
quarterfinal,3008
queered,1
quelled,61
quest,589
question,2813
questioned,677
quick,1480
quickest,68
quickfire,159
quickly,2622
quinton,356
quipped,155
quit,355
quite,2671
quota,755
quotient,8
rabada,523
race,1206
raced,265
rachin,491
racket,100
rafael,1058
raged,6
raghav,152
raghuvanshi,288
rahane,521
rahm,68
rahman,311
rahmanullah,269
rahul,4965
rain,1443
raina,356
raise,590
raised,1339
raising,534
rajan,115
rajasekhara,72
rajasthan,4076
rajat,559
rajawat,1314
rajiv,460
rajkumar,82
rajvardhan,91
rallied,576
rally,802
ralte,28
ramandeep,311
ramesh,105
rampaging,27
rampal,50
rana,1665
range,764
rani,162
ranji,1052
rank,989
ranked,3408
ranking,4274
rankireddy,961
ranveer,29
rao,170
raphael,17
rapidly,166
rare,794
rasheed,165
rashid,959
rashid25,12
rasikh,303
rate,2572
ratna,593
ravi,859
ravindra,2111
rawat,330
rayudu,265
rb,122
rcb,5530
reach,3129
reached,3179
reaching,1780
reacted,286
reaction,1274
read,9054
readiness,242
ready,2546
real,2932
realised,157
really,7833
realty,12
reasserted,3
rebound,546
rebuild,174
recalling,136
receive,603
received,2291
receives,197
receiving,1211
recent,6687
recently,4744
reckon,133
reckoned,155
reckoning,46
reclaim,428
recognise,169
recognition,1033
recognizing,241
recollection,10
record,9095
recorded,667
recounted,170
recovered,496
recovery,1290
recuperating,38
recurrent,33
recurring,147
reddy,2425
redeeming,6
redemption,196
reduce,274
reduced,561
reducing,257
reece,229
referee,1028
referred,289
referring,294
refined,44
reflected,679
reflecting,786
reflects,703
refocus,47
reform,102
refuse,199
refute,31
regain,641
regained,536
regaining,67
regarded,563
regarding,1757
regardless,398
registered,708
regroup,143
regular,1024
regularly,218
reign,3297
reigning,993
reigniting,68
rein,138
reinforce,53
reiterated,170
rejoined,47
relationship,3060
relatively,344
relaxed,190
relaxing,36
release,1205
released,1274
relegated,53
relegation,163
relentless,617
relied,206
relief,426
relinquished,51
relinquishing,17
relocation,19
reluctant,88
rely,237
remain,1795
remained,1883
remaining,2138
remains,3888
remark,851
remarkable,3817
remarked,854
remarking,48
rematch,618
remedy,49
remember,932
reminder,408
reminiscent,155
removing,223
render,2
renewed,287
renowned,856
repeated,280
repertoire,20
replace,527
replaced,735
replacing,358
replay,231
replied,333
report,3178
represent,827
represented,948
representing,656
represents,264
republic,550
reputation,704
required,1153
reroute,5
reserve,987
resilience,2045
resilient,235
resolve,254
resounding,329
respect,1551
respectable,146
respective,936
respectively,813
respite,72
responded,1325
responding,170
responds,120
response,1818
responsibility,1214
rest,2197
rested,220
resting,142
restored,121
restricting,207
result,4452
resulted,786
resulting,800
resume,228
resumed,225
resurfaced,100
resurgence,309
retain,1200
retained,4506
retire,762
retired,1596
retirement,2800
retrieved,32
return,7238
returned,1913
returning,1149
reuters,1366
revealed,2493
revelling,7
revenge,297
reverse,577
revised,162
revives,2
reward,541
rewarded,336
rhythm,834
rich,425
richardson,354
rickie,19
ricky,955
ride,339
rider,2083
riding,276
right,7545
riled,12
riley,72
ring,4098
rinku,1128
ripped,118
rise,1110
rishabh,3281
rising,1110
risk,684
risky,84
ritika,508
rival,1645
rivalry,1839
riveting,91
riviera,2
riyan,720
rizvi,193
road,1054
rob,269
robert,601
robin,331
rodrygo,86
roger,644
rohan,517
rohidas,298
rohit,11662
roland,1074
role,6920
roll,304
rollercoaster,135
romario,293
rome,567
room,2202
rooyen,1
rory,183
rose,717
ross,261
rotate,51
rotterdam,9
rough,351
round,9690
rounded,54
rout,168
route,424
routine,432
routliffe,37
rovman,223
row,844
roy,453
royal,4974
rr,2214
rubber,145
rubbished,16
rublev,446
rude,37
rule,2207
ruling,311
rumbling,8
run,19976
rune,227
running,1731
rush,360
russell,1047
russia,197
russian,430
rutherford,197
rutuja,106
rutuparna,63
ruturaj,730
ruud,780
ryan,753
sabha,73
sachin,1559
sacked,160
sad,511
safely,139
safety,737
saha,183
sahith,237
sai,1469
said,31270
saina,1040
sakariya,59
sakib,121
salary,1556
salt,1025
salvador,20
salvage,111
sam,1088
samad,274
samarth,59
sameer,330
samiya,70
samson,2023
sanabria,13
sandeep,452
sang,154
sangwan,66
sanjai,15
sanjay,522
sanju,1183
sankar,166
santiago,207
santner,477
sanvir,57
sar,5
sarma,37
sarpanch,22
sasia,2
sat,360
saturday,4885
satwik,688
satwiksairaj,942
saurav,56
save,1113
saved,811
saw,4254
sawai,339
say,5877
saying,3549
scale,188
scare,276
scary,76
scathing,89
scene,924
schar,18
schauffele,269
schedule,2450
scheduled,3694
scheffler,1732
school,1254
schopman,7
score,8921
scored,6523
scoreline,501
scorer,749
scoresheet,63
scoring,4354
scotland,972
scottie,561
scottish,294
scratching,30
script,321
scripted,156
scrutiny,567
sd,345
se,446
seal,462
sealed,1222
sealing,439
seamer,391
seamers,167
search,324
searching,163
searing,32
season,17672
seasoned,986
seat,367
second,22114
secretary,1665
secure,4334
secured,6157
securing,4103
seed,5331
seeded,1160
seek,585
seekhna,15
seeking,692
seemingly,394
seen,4693
seize,158
seized,339
seizing,118
selected,955
selecting,157
selection,2316
selector,1458
self,134
semi,953
semifinal,3602
semifinalist,103
sen,1919
senapati,19
send,669
sends,133
senior,2695
sensation,507
sensational,422
sense,973
sent,1344
sentiment,514
seo,38
separate,406
sepp,11
serafim,24
serf,858
sergio,129
serie,240
series,14095
seriously,353
serve,2391
served,930
service,1085
session,2730
set,15107
setback,1942
setting,1696
settled,381
seung,49
seven,4690
seventh,1449
sex,141
seyoung,15
sg,278
shadow,355
shahbaz,257
shahrukh,235
shai,216
shaik,272
shakib,595
shaky,200
sham,119
shami,1794
shanaka,41
shankar,221
shape,521
shaping,402
shardul,301
share,2217
shared,5729
sharing,952
sharma,11270
shashank,416
shattered,282
shaw,763
sheeran,9
sheet,145
sheikh,75
sheng,256
shepherd,254
shepherdgerald,12
sherfane,168
shetty,1180
shi,448
shida,312
shield,514
shift,1079
shifted,499
shikhar,186
shimron,173
shine,595
shivalik,80
shivam,1075
shock,537
shocked,543
shokeen,45
shone,232
shook,162
shoot,268
short,3834
shortcoming,120
shortest,339
shot,6814
shoulder,960
showcase,858
showcased,2569
showcasing,1498
showdown,988
showed,2342
shower,136
showing,1345
shown,1079
shreyas,1519
shri,552
shruti,214
shu,147
shubman,1787
shuo,40
shuttler,2571
shuttlers,936
shy,246
sideline,620
sidelined,779
sien,68
sigh,98
sight,541
sign,1093
significance,961
significant,6471
significantly,1104
signing,903
sihag,60
silver,2504
silverware,118
simarjeet,176
similar,1678
simply,489
simran,208
sindhu,5100
singh,11891
singh25,11
singhi,113
singhsunil,2
single,10854
sinisuka,86
sink,77
sinner,2680
sipping,12
sir,704
siraj,2248
sisanda,11
sister,619
sit,858
sitting,824
situation,4019
sixth,1988
size,232
sizzling,94
sjoerd,8
skc,2
skeptical,25
skepticism,62
skill,4221
skip,252
skipper,3879
slam,3761
slated,412
slender,33
slight,277
slightly,553
slipped,401
sloppy,30
slot,931
slow,817
slowdown,6
slower,328
slowest,32
slowly,248
slugfest,29
smack,31
small,960
smart,627
smartly,99
smash,615
smashed,756
smashing,445
smile,648
smiled,114
smith,1697
smooth,221
snapping,74
soccer,453
social,5229
societal,60
sohyun,2
soil,508
solanki,58
sole,947
solely,222
solid,1296
solidified,391
solidify,154
solitary,188
somebody,444
son,2292
sony,709
soon,2585
soong,15
soothe,3
sorana,39
sorano,31
sort,697
sought,322
sound,399
sounded,138
soundly,8
source,2822
south,6892
southee,268
spain,2162
spanish,1043
spanned,106
spare,282
spared,40
sparked,1116
sparking,334
speak,597
speaking,1012
spearhead,337
special,3113
spectacle,265
spectacular,661
spectator,528
speculating,140
speculation,1461
speedster,153
spell,1203
spencer,223
spent,1218
spilt,25
spin,2195
spinner,3899
spirit,1128
spirited,305
splashed,17
splendidly,84
splurged,87
spoke,1234
spontaneous,29
sporadic,38
sport,11484
sported,112
sporting,1340
spot,5960
spotlight,833
spray,90
spread,310
spur,265
squad,8374
squander,55
squandering,59
square,663
sr,86
sreejesh,1231
sreesanth,71
srh,3076
srikanth,405
srikanthare,2
srivatsa,15
st,438
stadium,10201
staff,1748
stage,6229
staged,457
staggering,599
stake,737
stalwart,402
stand,3631
standard,1046
standing,2305
standout,1067
star,10649
starc,1427
starred,103
start,8379
started,4898
starter,296
starting,2850
stated,2432
statement,2718
stating,1849
statistic,346
stats,590
status,1540
stay,2618
stayed,849
staying,656
steadily,135
steady,542
steam,85
steely,27
steep,109
stefanos,209
stegen,20
stellar,777
stem,207
stemming,32
step,2882
stephen,645
stepping,577
stern,165
stick,437
stiff,257
stifled,29
stint,991
stoinis,493
stokes,352
stood,981
stop,1238
stoppage,290
stopped,530
storm,414
storming,23
story,2724
straight,3158
strain,326
straka,19
stranded,171
strategic,1227
strategizing,21
strategy,1908
streak,1521
street,467
strength,1705
strengthened,222
stressed,585
stretch,387
stretched,172
stride,281
strike,2613
striker,1065
striking,461
stripped,81
striving,131
stroke,965
strong,6303
stronger,807
strongest,135
strongly,530
struck,1352
struff,179
struggle,2224
struggled,2283
struggling,1255
stubbs,493
stuck,372
stuff,530
stumbled,84
stumping,59
stunned,761
stunning,1472
stuttgart,214
style,2466
suarez,157
subhranshu,16
sublime,113
subramanyam,12
subsequent,600
subsequently,501
substantial,676
substitution,137
succeed,351
success,5171
successful,2460
successive,571
succumb,31
succumbed,364
succumbing,167
sudarsan,5
suddenly,444
sudharsan,326
suffered,2738
suffering,714
suffocated,7
suggesting,765
suggestion,224
sujeong,11
sum,268
sumit,582
summed,89
summer,1096
summit,524
sun,825
sundar,1128
sundargarh,2
sundarpat,12
sunday,5754
sunil,1456
sunrisers,1780
supanida,84
super,10257
superb,492
superficial,38
supergiant,39
supervisor,28
supperkings,4
support,6064
suraj,146
sure,2801
surely,352
suresh,236
surface,1086
surfaced,194
surge,299
surged,191
surgery,946
surpass,454
surpassed,425
surpassing,705
surprise,1535
surprised,1122
surrounding,952
survived,199
survivor,761
surya,521
suryakumar,2170
sushant,50
suspended,647
suspension,896
sustained,668
suthar,216
suyash,346
svabikova,81
sven,2
swapnil,426
swastik,125
swaying,2
swedish,242
sweet,266
swelling,111
sweltering,45
swetaparna,198
swiftly,527
swing,874
swiss,398
switch,225
switched,164
swivel,4
sword,66
sympathy,126
synonymous,118
szczesny,15
t20,11955
t20i,3113
t20s,228
table,2449
tabloidish,1
tackle,688
tactic,363
tactical,638
tactically,58
tae,76
tai,73
tailored,40
taipei,1385
tajikistan,35
taken,3248
taking,4998
talent,4603
talented,1189
talk,2481
talked,459
talking,1485
tall,510
tally,966
tan,341
tanisha,879
tanush,121
tanvi,497
tanya,408
target,3081
task,772
tasting,10
taught,207
taunt,93
tba,334
tchouaméni,5
tea,213
team,58761
teammate,2409
tee,447
teenage,213
teenager,522
televise,29
tell,1439
tempered,9
tenacity,245
tendency,156
tendulkar,2008
tennis,5871
tense,571
tension,841
tenth,186
tenure,1216
ter,23
tereza,85
term,1813
test,23602
testing,439
tewatia,195
texas,624
tha,190
thailand,1381
thaker,233
thakur,653
thakurphilip,2
thanks,1545
tharun,234
theasian,36
theatp,3
theegala,339
theekshana,262
theekshanaishan,1
thickish,2
thing,7687
think,9511
thinking,1227
thoiba,7
thomas,1644
thombare,30
thommy,4
thought,3165
thousand,289
thrashing,131
threat,832
threaten,68
threatened,186
threatening,129
thriller,173
thrilling,2506
throat,51
throbbing,2
thursday,3782
thushara,185
thwarted,203
thwarting,33
tick,56
ticket,574
tide,311
tie,1840
tien,208
tiger,836
tight,1291
tilak,597
till,1469
tim,796
time,27392
timely,150
timeout,122
ting,123
tipped,41
tired,446
tirkey,165
titan,1698
title,16424
today,3824
toh,453
toi,1972
tokyo,2816
told,5751
toll,364
tom,1791
tomorrow,696
tone,565
toni,85
took,9854
tookon,2
topley,234
topped,253
torino,29
total,5416
totally,301
tottenham,416
touch,947
touched,218
tough,4047
toughest,300
tour,6421
tournament,20289
towering,168
town,471
track,1697
traded,417
trademark,210
trafford,245
trail,414
trailblazer,56
trailing,904
training,4135
transition,789
trashing,11
trau,20
travel,1188
travis,6355
treat,339
treated,290
treatment,606
treble,41
treesa,1334
tremendous,252
trend,312
trent,612
trial,744
tried,1790
trinidadian,11
trio,406
tripathi,331
tristan,409
triumph,2873
triumphant,443
triumphed,862
trophy,8960
trot,101
troubled,232
true,1316
try,2525
trying,2666
tsitsipas,440
tuchel,92
tuesday,3237
turf,320
turn,3152
turned,2286
turning,1255
tushar,289
tv,1426
twice,1587
twin,470
twist,508
tyagi,264
type,314
tyre,20
uber,575
uday,91
uefa,694
uganda,320
ugly,71
ugo,60
ul,62
ulreich,1
ultimately,2195
umar,152
umesh,131
umpire,1454
umran,136
unable,1054
unadkat,176
unbeaten,2441
unbelievable,442
uncapped,933
unceremoniously,5
uncertainty,476
unchallenged,20
uncle,361
undaunted,10
undeniable,260
underdog,344
undergone,116
underlining,74
underscore,655
underscoring,245
understand,1136
understanding,626
undoubtedly,624
unexpected,1146
unfazed,115
unfolds,233
unforced,505
unfortunately,751
unhappy,125
unique,1340
united,4108
unko,64
unleashed,342
unless,261
unnerving,4
unseeded,248
unsettle,53
untroubled,1
unusual,273
unwanted,100
upadhyaya,200
upbringing,45
upcoming,5859
update,1039
updated,183
upendra,67
uphill,147
uplift,57
uppal,270
upper,382
upset,1196
ur,202
uralsk,47
urging,265
urvil,56
usa,3334
usd,180
use,1549
used,2792
user,334
usual,516
uthappa,170
vaibhav,609
vajpayee,303
valero,1
valiant,535
valiantly,80
valuable,1288
value,1288
van,1079
vanja,2
variation,329
varied,113
various,1815
varma,647
varun,622
varying,115
vast,139
vastly,17
vasu,31
vaughan,540
vc,225
ven,19
venkatesh,702
venue,2943
versatility,522
veteran,1906
vettori,85
vfb,3
vfl,7
vibrant,147
vicky,75
victorious,1828
victory,16994
video,4966
vie,152
viewership,681
vigor,33
vijay,730
vijaykumar,184
vijender,33
viktor,275
villa,426
village,432
villiers,246
vimal,159
vinicius,447
vinod,325
violating,111
vip,55
viral,1127
virat,6745
virtually,201
visakhapatnam,191
vishnu,304
visibly,491
vision,580
visit,782
visiting,340
visitor,1183
visualising,3
vital,615
vivrant,22
vlahovic,33
vociferously,9
volley,247
vulnerable,142
vyas,24
vying,305
vyshak,276
wade,174
wadhera,267
wait,1546
waited,327
walk,660
walking,572
walkover,103
wanindu,302
waning,8
wankhede,1035
want,8625
wanted,2751
ward,245
warded,2
warmer,10
warned,172
warner,720
warning,262
warrier,55
warrior,1005
warsaw,42
washington,1877
wasted,230
watch,3709
watched,624
watching,1248
water,615
watson,596
waving,66
waxed,7
way,9809
wayward,26
wc,214
weak,196
wealth,352
weather,788
weathered,92
wednesday,3067
week,10206
weekend,695
wei,439
welch,46
welcomed,273
wellness,81
welterweight,159
wembley,327
went,6942
werder,11
west,4029
whistle,147
white,976
whitewash,328
whopping,293
wicket,10964
wicketkeeper,709
wicketkeepers,67
wide,1546
wiese,33
wild,408
willett,30
william,281
williamson,476
willingness,203
willott,74
willy,11
win,25116
wind,516
window,587
winger,316
winless,159
winner,4520
winning,9895
wire,46
wisely,63
wish,1209
withdraw,264
withdrawal,358
withdrawing,68
withdrawn,242
withstand,28
witness,496
witnessed,922
witnessing,150
wizard,98
wk,809
wkts,18
wo,1169
woe,299
wojciech,8
wolfsburg,20
woman,14895
wonder,365
wondered,94
wonderful,311
wong,126
wood,1536
woodland,2
word,2221
work,5868
worked,1683
working,2416
workload,296
world,41806
worried,363
worth,3047
wrapped,377
wriddhiman,88
wrong,1180
wrote,1957
wtc,1003
x1,7
xabi,45
xander,117
xavi,107
xi,1529
xuefei,6
xyz,2
yadav,4254
yadavindra,158
yadavravindra,1
yamaguchi,231
yan,165
yash,1149
yashasvi,1604
yeah,850
year,28438
yelling,26
yellow,359
yes,1179
yesterday,475
yield,50
yielded,167
yorker,144
yoshikawa,31
young,5682
younger,829
youngest,934
youngster,1190
youthful,216
youtube,907
yu,896
yue,372
yufei,76
yuvraj,951
yuzvendra,713
zaheer,180
zalatoris,1
zapata,11
zareen,508
zealand,5637
zero,319
zidane,59
zii,176
zinedine,47
zodingliana,1
zu,77
zverev,1389
